							
Synechocystis sp. PCC 6803							
Operon	GeneName	Locus Name	GI	Strand	Pos. Left(pb)	PosRight	Position
394	ycf22	sll0751	16331343	-1	2419385	2419894	1
394	-	sll0752	16331342	-1	2418535	2419398	2
395	folD	sll0753	16331341	-1	2417577	2418461	1
396	-	sll0756	16331337	-1	2415410	2416018	1
397	purF	sll0757	16331334	-1	2412826	2414313	1
398	-	sll0759	16331332	-1	2411067	2412110	1
398	ycf38	sll0760	16331331	-1	2410030	2410914	2
399	-	sll0761	16331330	-1	2409572	2409931	1
399	-	sll0762	16331329	-1	2409194	2409544	2
399	-	sll0763	16331328	-1	2408869	2409228	3
400	livG	sll0764	16331327	-1	2407565	2408686	1
401	-	sll0765	16331326	-1	2406130	2406966	1
401	radC	sll0766	16331325	-1	2405409	2406140	2
402	glcP	sll0771	16331319	-1	2399210	2400616	1
403	-	sll0772	16331318	-1	2397478	2399118	1
404	-	sll0775	16331928	-1	3083746	3084123	1
405	pknA	sll0776	16331927	-1	3082151	3083668	1
405	-	sll0777	16331926	-1	3081264	3082181	2
405	-	sll0778	16331925	-1	3078838	3081210	3
406	-	sll0779	16331924	-1	3075896	3078550	1
406	-	sll0780	16331923	-1	3075546	3075848	2
406	-	sll0781	16331922	-1	3075110	3075577	3
407	-	sll0782	16331921	-1	3073629	3074738	1
408	-	sll0783	16331919	-1	3071459	3071941	1
409	merR	sll0784	16331918	-1	3070281	3071321	1
409	-	sll0785	16331917	-1	3069162	3070250	2
409	-	sll0786	16331916	-1	3068630	3069208	3
409	-	sll0787	16331915	-1	3067652	3068620	4
409	-	ssl1464	16331914	-1	3067358	3067648	5
410	-	sll0788	16331911	-1	3065617	3066207	1
410	-	sll0789	16331910	-1	3064912	3065610	2
410	-	sll0790	16331909	-1	3063549	3064925	3
411	smtB	sll0792	16331907	-1	3060807	3061205	1
411	-	sll0793	16331906	-1	3060469	3060795	2
412	merR	sll0794	16331904	-1	3057217	3058329	1
413	-	sll0797	16331899	-1	3050263	3050967	1
413	-	sll0798	16331898	-1	3048902	3050266	2
414	-	sll0800	16331893	-1	3043528	3043926	1
415	-	sll0802	16330734	-1	1718820	1719263	1
416	-	sll0803	16330733	-1	1718310	1718789	1
417	-	sll0804	16330732	-1	1716932	1718293	1
418	cfxE	sll0807	16330729	-1	1712564	1713256	1
419	-	sll0808	16330727	-1	1711093	1711659	1
420	-	sll0809	16330720	-1	1703426	1704097	1
421	-	sll0810	16330719	-1	1702666	1703226	1
421	-	sll0811	16330718	-1	1702300	1702644	2
422	-	sll0812	16330714	-1	1699970	1700431	1
423	ctaC	sll0813	16330711	-1	1697011	1697913	1
424	-	sll0814	16330710	-1	1695886	1696797	1
425	-	sll0815	16330709	-1	1694717	1695511	1
425	-	sll0816	16330708	-1	1693546	1694661	2
425	miaA	sll0817	16330707	-1	1692627	1693538	3
426	psaF	sll0819	16330700	-1	1687556	1688053	1
427	-	sll0821	16331738	-1	2863093	2866923	1
428	-	sll0822	16331736	-1	2862005	2862394	1
429	sdhB	sll0823	16331735	-1	2861101	2861838	1
430	pcnB	sll0825	16331730	-1	2856160	2857410	1
431	-	sll0827	16331727	-1	2851854	2853344	1
431	nylA	sll0828	16331726	-1	2850331	2851851	2
432	rapQ	sll0829	16331724	-1	2848345	2848983	1
433	fus	sll0830	16331722	-1	2845180	2847189	1
434	-	sll0832	16331716	-1	2838924	2839379	1
434	-	sll0833	16331715	-1	2837795	2838910	2
435	bicA	sll0834	16331714	-1	2835816	2837510	1
436	-	sll0837	16330406	-1	1364579	1365463	1
436	pyrF	sll0838	16330405	-1	1363837	1364532	2
436	-	sll0839	16330404	-1	1363265	1363858	3
437	nplT	sll0842	16330401	-1	1358846	1360372	1
437	-	sll0843	16330400	-1	1357740	1358837	2
438	mnmA	sll0844	16330399	-1	1356550	1357626	1
439	-	sll0846	16330396	-1	1353596	1353904	1
440	-	sll0847	16330394	-1	1351634	1352239	1
440	dnaA	sll0848	16330393	-1	1350236	1351579	2
441	psbD	sll0849	16330392	-1	1348840	1349898	1
442	psbC	sll0851	16330391	-1	1347474	1348892	1
443	-	sll0853	16330388	-1	1345117	1345677	1
444	-	sll0854	16330387	-1	1344140	1345066	1
444	-	sll0855	16330386	-1	1342775	1344130	2
445	rpoE	sll0856	16330385	-1	1342052	1342612	1
445	-	sll0857	16330384	-1	1341694	1342110	2
445	-	sll0858	16330383	-1	1341131	1341724	3
446	-	sll0860	16330218	-1	1164496	1165017	1
447	murQ	sll0861	16330217	-1	1163421	1164338	1
447	-	sll0862	16330216	-1	1161856	1163367	2
447	-	sll0863	16330215	-1	1161441	1161842	3
448	-	sll0864	16330214	-1	1160787	1161260	1
449	uvrC	sll0865	16330212	-1	1157029	1158909	1
450	-	sll0867	16330205	-1	1151139	1152431	1
451	lipA	sll0868	16330204	-1	1150122	1151033	1
451	aat	sll0869	16330203	-1	1149471	1150067	2
452	-	sll0871	16330200	-1	1146290	1146718	1
453	-	sll0872	16330197	-1	1142501	1142893	1
454	napC	sll0873	16330194	-1	1140497	1141660	1
455	-	sll0875	16330187	-1	1132914	1133690	1
455	ruvA	sll0876	16330186	-1	1132264	1132899	2
456	-	sll0877	16330184	-1	1130313	1131683	1
457	-	sll0886	16331646	-1	2762114	2762953	1
458	-	sll0887	16331645	-1	2760689	2762029	1
459	-	sll0888	16331643	-1	2759808	2760380	1
460	cysQ	sll0895	16332063	-1	3238873	3239748	1
460	-	sll0896	16332062	-1	3238365	3238868	2
461	dnaJ	sll0897	16332061	-1	3237125	3238258	1
461	-	ssl1707	16332060	-1	3236874	3237128	2
461	-	sll0898	16332059	-1	3235746	3236855	3
462	glmU	sll0899	16332057	-1	3233816	3235186	1
462	hisG	sll0900	16332056	-1	3233177	3233809	2
463	purE	sll0901	16332049	-1	3227379	3227909	1
463	argF	sll0902	16332048	-1	3226340	3227266	2
463	-	sll0493	16332047	-1	3225628	3226314	3
464	maf	sll0905	16331017	-1	2028157	2028744	1
465	-	sll0909	16331008	-1	2020349	2021035	1
465	-	sll0910	16331007	-1	2019253	2020344	2
465	-	sll0911	16331006	-1	2018851	2019237	3
466	-	sll0912	16331003	-1	2014908	2016818	1
467	-	sll0913	16331002	-1	2014182	2014787	1
468	-	sll0914	16330996	-1	2008874	2010004	1
469	pqqE	sll0915	16330991	-1	2002891	2004465	1
469	cbiC	sll0916	16330990	-1	2002241	2002894	2
470	ppc	sll0920	16330985	-1	1994147	1997251	1
471	-	sll0921	16330984	-1	1993377	1994045	1
472	-	sll0922	16329486	-1	348384	348734	1
473	epsB	sll0923	16329485	-1	345536	347806	1
474	-	sll0924	16329484	-1	344744	345298	1
475	-	sll0925	16329481	-1	342151	342759	1
475	-	sll0926	16329480	-1	341135	342139	2
475	metX	sll0927	161344769	-1	339737	340999	3
476	apcD	sll0928	16329478	-1	339140	339625	1
476	-	sll0930	16329477	-1	338503	339096	2
477	-	sll0931	16329476	-1	337861	338331	1
478	-	sll0932	16329475	-1	336747	337760	1
479	-	sll0933	16329473	-1	335819	336295	1
480	ccmA	sll0934	16329472	-1	334568	335623	1
481	-	sll0936	16329469	-1	329555	331060	1
481	-	ssl1792	16329468	-1	329222	329521	2
481	-	sll0938	16329467	-1	328006	329181	3
481	-	sll0939	16329466	-1	327604	327981	4
482	-	sll0943	16329460	-1	320785	321447	1
483	-	sll0944	16331220	-1	2266850	2267344	1
484	glgA	sll0945	16331219	-1	2265213	2266646	1
485	lrtA	sll0947	16331216	-1	2262805	2263380	1
486	-	sll0980	16329772	-1	669759	670949	1
486	-	sll0981	16329771	-1	669254	669751	2
487	-	sll0982	16329770	-1	668776	669162	1
488	-	sll0983	16329769	-1	667852	668481	1
489	-	sll0984	16329767	-1	666929	667375	1
489	-	sll0985	16329766	-1	664903	667017	2
490	-	sll0986	16329765	-1	664394	664780	1
491	-	sll0993	16329750	-1	639516	640613	1
492	-	sll0994	16329749	-1	638774	639583	1
493	-	sll0995	16329748	-1	637993	638688	1
494	-	sll0996	16329745	-1	634892	636247	1
494	-	sll0997	16329744	-1	633789	634880	2
495	-	sll0998	16329741	-1	630555	631592	1
496	-	sll1003	16329637	-1	518287	520272	1
496	-	sll1004	16329636	-1	517027	518211	2
497	mazG	sll1005	16329635	-1	516088	516897	1
498	-	sll1006	16329634	-1	514847	515944	1
499	frpC	sll1009	16329631	-1	506252	508027	1
500	-	sll1011	16329625	-1	501178	501990	1
501	amt2	sll1017	16329544	-1	400720	402048	1
502	pyrC	sll1018	16329543	-1	399275	400600	1
502	HAGH1	sll1019	16329542	-1	398441	399214	2
503	-	sll1020	16329539	-1	396057	396941	1
503	-	sll1021	16329538	-1	393996	396017	2
504	-	sll1022	16329537	-1	393121	393849	1
504	sucC	sll1023	16329536	-1	391899	393104	2
505	-	sll1024	16329535	-1	390905	391729	1
506	gltD	sll1027	16329369	-1	219979	221463	1
507	ccmK	sll1028	16329367	-1	218742	219077	1
507	ccmL	sll1030	16329366	-1	218407	218709	2
507	ccmM	sll1031	16329365	-1	216264	218327	3
507	ccmN	sll1032	16329364	-1	215504	216229	4
508	ccmK	sll1029	16329368	-1	219206	219517	1
509	-	sll1033	16329363	-1	213031	215037	1
510	upp	sll1035	16329360	-1	209896	210546	1
511	-	sll1036	16329358	-1	208549	209427	1
512	-	sll1037	16329357	-1	206863	208338	1
513	-	sll1039	16329345	-1	190815	191954	1
514	-	sll1040	16329342	-1	186601	188898	1
514	-	sll1041	16329341	-1	185772	186554	2
515	pnp	sll1043	16329253	-1	96325	98481	1
516	mutT	sll1045	16329252	-1	95818	96228	1
517	-	sll1049	16329247	-1	88818	90512	1
518	cpcF	sll1051	16329246	-1	88017	88661	1
519	-	sll1052	16329245	-1	87536	87910	1
520	-	sll1053	16329241	-1	82291	83853	1
520	-	sll1054	16329240	-1	81696	82259	2
521	purL	sll1056	16329238	-1	78467	80800	1
522	trx	sll1057	16329237	-1	77494	77874	1
523	dapB	sll1058	16329236	-1	76580	77407	1
524	adk	sll1059	16329235	-1	75955	76500	1
525	-	sll1063	16329227	-1	68400	69059	1
526	-	sll1064	16329225	-1	65827	67533	1
527	tktA	sll1070	16329902	-1	817967	819979	1
528	-	sll1071	16329901	-1	816983	817810	1
528	-	sll1072	16329900	-1	816298	816969	2
529	leuS	sll1074	16329894	-1	806716	809325	1
530	ziaA	sll1076	16329893	-1	803466	806384	1
531	speB	sll1077	16329890	-1	800034	801206	1
532	-	sll1078	16329889	-1	799596	799958	1
532	hypB	sll1079	16329888	-1	798846	799535	2
532	-	sll1080	16329887	-1	797734	798792	3
532	-	sll1081	16329886	-1	796789	797631	4
532	nrtD	sll1082	16329885	-1	795932	796732	5
533	-	sll1084	16329879	-1	787809	790406	1
534	glpD	sll1085	16330943	-1	1945518	1947179	1
535	-	sll1086	16330939	-1	1942234	1942701	1
536	-	sll1087	16330938	-1	1940549	1942087	1
536	-	sll1089	16330937	-1	1939865	1940506	2
537	-	sll1091	304569546	-1	1934307	1935530	1
538	-	sll1094	16330921	-1	1923170	1923472	1
539	-	sll1095	16330917	-1	1919913	1920548	1
540	rpsL	sll1096	16330916	-1	1919436	1919816	1
540	rps7	sll1097	16330915	-1	1918815	1919285	2
540	fus	sll1098	16330914	-1	1916533	1918608	3
540	tuf	sll1099	16330913	-1	1915274	1916473	4
540	rpsJ	sll1101	16330912	-1	1914818	1915135	5
541	-	sll1102	16330911	-1	1914113	1914652	1
541	-	sll1103	16330910	-1	1912776	1914113	2
541	glnH	sll1104	16330909	-1	1911896	1912786	3
542	-	sll1106	16332299	-1	3531885	3532400	1
543	-	sll1107	16332298	-1	3530979	3531755	1
544	surE	sll1108	16332288	-1	3522433	3523260	1
545	-	sll1109	16332287	-1	3521783	3522367	1
546	prfA	sll1110	16332286	-1	3520597	3521694	1
547	aroQ	sll1112	16329990	-1	903148	903606	1
548	-	sll1118	16329969	-1	878564	878890	1
549	-	sll1119	16329964	-1	873465	874550	1
550	-	sll1120	16329963	-1	869668	873270	1
550	-	sll1121	16329962	-1	867257	869569	2
551	-	sll1123	16329961	-1	866374	867144	1
551	-	sll1124	16329960	-1	862262	866377	2
552	menB	sll1127	16330127	-1	1052927	1053754	1
553	todF	sll1129	16330122	-1	1049517	1050407	1
554	-	sll1131	16330118	-1	1046402	1046830	1
554	-	sll1132	16330117	-1	1044915	1046366	2
555	-	sll1135	16330108	-1	1038038	1039042	1
556	-	sll1138	16330102	-1	1029337	1030083	1
557	-	sll1142	16330098	-1	1024825	1025346	1
558	uvrD	sll1143	16330097	-1	1022278	1024659	1
559	mraW	sll1144	161344767	-1	1017600	1018493	1
560	-	sll1147	16330441	-1	1400488	1400901	1
561	-	sll1150	16330437	-1	1396311	1397069	1
562	-	sll1151	16330435	-1	1393938	1395755	1
562	phhB	ssl2296	16330434	-1	1393616	1393906	2
563	norA	sll1154	16330428	-1	1387040	1388296	1
564	-	sll1155	16330427	-1	1386578	1386919	1
565	-	sll1156	16330426	-1	1386059	1386484	1
566	-	sll1157	16330425	-1	1385754	1386170	1
567	-	sll1158	16330421	-1	1383339	1383755	1
568	-	sll1159	16330420	-1	1382603	1383259	1
568	-	sll1160	16330419	-1	1382086	1382568	2
569	-	sll1161	16330418	-1	1380883	1381890	1
570	-	sll1162	16330417	-1	1380085	1380792	1
570	-	sll1163	16330416	-1	1379715	1380122	2
570	-	sll1164	16330415	-1	1378662	1379711	3
571	mutS	sll1165	16330413	-1	1372455	1375193	1
572	-	sll1166	16330887	-1	1887159	1888262	1
573	pbp	sll1167	16330883	-1	1883329	1884573	1
574	-	sll1169	16330881	-1	1879983	1880699	1
575	-	sll1170	16330880	-1	1878099	1879682	1
576	thrC	sll1172	16330874	-1	1873698	1874846	1
577	-	sll1173	16330872	-1	1871855	1872589	1
577	-	sll1174	16330871	-1	1871011	1871835	2
578	-	sll1178	16330859	-1	1856070	1857917	1
579	hlyB	sll1180	16330857	-1	1850707	1853742	1
579	hlyD	sll1181	16330856	-1	1848799	1850550	2
580	petC	sll1182	16330855	-1	1848301	1848702	1
580	-	sll1369	16330854	-1	1846949	1848241	2
580	rfbM	sll1370	16330853	-1	1845795	1846898	3
581	ho1	sll1184	16329456	-1	317127	317849	1
582	hemF	sll1185	16329455	-1	315882	316904	1
583	-	sll1186	16329454	-1	315134	315784	1
583	lgt	sll1187	16329453	-1	314255	315106	2
583	-	sll1188	16329452	-1	313705	314199	3
584	glcE	sll1189	16329449	-1	308114	309418	1
585	-	sll1191	16329444	-1	302786	303190	1
585	-	sll1192	16329443	-1	302367	302789	2
586	-	sll1193	16329440	-1	298083	298580	1
587	psbU	sll1194	16329439	-1	297493	297888	1
588	pfkA	sll1196	16329437	-1	293878	294963	1
589	trmD	sll1198	16329435	-1	292790	293485	1
590	-	sll1200	16329431	-1	287929	289104	1
591	-	sll1201	16329429	-1	285144	285938	1
592	pchR	sll1205	16329187	-1	20615	21595	1
593	iutA	sll1206	16329186	-1	17853	20408	1
594	ligA	sll1209	16329180	-1	10622	12631	1
595	rfbD	sll1212	16329177	-1	5534	6622	1
595	-	sll1213	16329176	-1	4451	5389	2
596	-	sll1214	16329175	-1	3192	4268	1
597	-	sll1217	16330695	-1	1683583	1684260	1
597	ycf39	sll1218	16330694	-1	1682870	1683529	2
598	-	sll1219	16330693	-1	1682001	1682327	1
599	-	sll1220	16330690	-1	1678044	1678565	1
599	hoxF	sll1221	16330689	-1	1676366	1677967	2
599	-	sll1222	16330688	-1	1675687	1676325	3
599	hoxU	sll1223	16330687	-1	1674944	1675660	4
599	hoxY	sll1224	16330686	-1	1674350	1674898	5
599	-	ssl2420	16330685	-1	1674044	1674298	6
599	-	sll1225	16330684	-1	1673585	1674034	7
600	hoxH	sll1226	16330683	-1	1672071	1673495	1
601	-	sll1228	16330678	-1	1664798	1666699	1
601	-	sll1229	16330677	-1	1663554	1664690	2
601	mtfB	sll1231	16330676	-1	1662306	1663505	3
601	-	sll1232	16330675	-1	1661722	1662285	4
602	-	sll1233	16330674	-1	1660739	1661623	1
603	ahcY	sll1234	16330671	-1	1658511	1659788	1
604	-	sll1236	16330669	-1	1655289	1655672	1
605	hemK	sll1237	16330666	-1	1652397	1653296	1
606	-	sll1239	16330664	-1	1649907	1650443	1
606	-	sll1240	16330663	-1	1649441	1649914	2
606	-	sll1241	16330662	-1	1648681	1649439	3
607	-	sll1242	16330767	-1	1752891	1754501	1
608	rplI	sll1244	161344758	-1	1751311	1751769	1
609	cytM	sll1245	16330764	-1	1750681	1751067	1
610	-	sll1247	16330762	-1	1747520	1748893	1
611	panC	sll1249	16330757	-1	1740834	1742375	1
611	-	sll1250	16330756	-1	1740388	1740774	2
611	-	ssl2471	16330755	-1	1740188	1740349	3
612	-	sll1251	16330754	-1	1739130	1740020	1
613	-	sll1252	16330752	-1	1737338	1738117	1
614	pcnB	sll1253	16330751	-1	1734382	1737210	1
615	-	sll1254	16330748	-1	1730166	1731206	1
616	-	sll1255	16330747	-1	1729012	1730028	1
617	-	sll1256	16330743	-1	1725919	1726278	1
617	-	sll1257	16330742	-1	1725431	1725925	2
618	dcd	sll1258	16330741	-1	1724597	1725178	1
619	rpsB	sll1260	16330739	-1	1722160	1722969	1
619	tsf	sll1261	16330738	-1	1721350	1722006	2
620	-	sll1262	16330737	-1	1720640	1721125	1
621	-	sll1263	16330736	-1	1719644	1720576	1
622	-	sll1265	16330183	-1	1124071	1130007	1
622	-	sll1267	16330182	-1	1123441	1124031	2
623	-	sll1268	16330181	-1	1121627	1123180	1
624	glnH	sll1270	16330176	-1	1114429	1116021	1
625	-	sll1271	16330175	-1	1112531	1114249	1
626	-	sll1272	16330174	-1	1111185	1111955	1
627	-	sll1273	16330173	-1	1109620	1111044	1
628	-	sll1274	16330168	-1	1105030	1105545	1
629	pykF	sll1275	16330166	-1	1102283	1104058	1
630	-	sll1276	16330165	-1	1100410	1102014	1
630	recF	sll1277	16330164	-1	1099214	1100368	2
631	-	sll1280	16330161	-1	1095772	1096683	1
631	-	ST6803t12		-1	1095712	1095793	2
632	psbZ	sll1281	16330160	-1	1095248	1095571	1
633	ribH	sll1282	16330159	-1	1094649	1095143	1
634	spoIID	sll1283	16329811	-1	711608	712783	1
634	-	sll1284	16329810	-1	710981	711595	2
634	cofG	sll1285	16329809	-1	710036	710977	3
635	-	sll1286	16329804	-1	705307	706017	1
636	-	sll1289	16329796	-1	695290	695874	1
636	rnb	sll1290	16329795	-1	693211	695211	2
637	-	sll1291	16329794	-1	691371	692576	1
638	-	sll1292	16329793	-1	690899	691264	1
638	-	sll1293	16329792	-1	690399	690866	2
638	pilJ	sll1294	16329791	-1	687391	690252	3
638	-	sll1296	16329790	-1	684560	687334	4
639	clcD	sll1298	16329781	-1	678283	679023	1
639	ackA	sll1299	16329780	-1	677045	678286	2
639	trmB	sll1300	161344768	-1	676351	676986	3
640	-	sll1308	16330227	-1	1179926	1180672	1
641	dctP	sll1314	16330225	-1	1169078	1170187	1
641	-	sll1315	16330224	-1	1167961	1169019	2
642	petC	sll1316	16330220	-1	1166186	1166764	1
643	petA	sll1317	16330219	-1	1165087	1166073	1
644	-	sll1318	16329340	-1	184968	185636	1
644	-	sll1319	16329339	-1	183935	184924	2
645	atp1	sll1321	16329333	-1	177592	178038	1
646	atpI	sll1322	16329332	-1	176693	177523	1
646	atpH	ssl2615	16329331	-1	176256	176501	2
646	atpG	sll1323	16329330	-1	175708	176139	3
646	atpF	sll1324	16329329	-1	175143	175682	4
646	atpD	sll1325	16329328	-1	174586	175143	5
646	atpA	sll1326	16329327	-1	173014	174525	6
646	atpC	sll1327	16329326	-1	171939	172883	7
647	-	sll1329	16332108	-1	3295580	3296443	1
648	-	sll1330	16332107	-1	3294498	3295250	1
649	-	sll1333	16332105	-1	3292177	3292884	1
650	-	sll1334	16332103	-1	3289256	3290785	1
651	-	sll1336	16332101	-1	3285051	3287168	1
652	-	sll1338	16332100	-1	3284283	3284846	1
653	-	sll1340	16332098	-1	3283104	3283406	1
654	bfr	sll1341	16332097	-1	3282442	3282912	1
655	gap2	sll1342	16332093	-1	3278122	3279135	1
656	ape2	sll1343	16332092	-1	3275314	3277923	1
656	-	sll1344	16332091	-1	3274546	3275307	2
657	-	sll1348	16330158	-1	1093626	1094495	1
657	cbbZp	sll1349	16330157	-1	1092925	1093590	2
657	-	sll1350	16330156	-1	1091698	1092894	3
658	-	sll1352	16330152	-1	1087772	1089190	1
658	-	sll1353	16330151	-1	1084757	1087753	2
658	recJ	sll1354	16330150	-1	1082437	1084716	3
659	-	sll1355	16330145	-1	1076474	1077019	1
660	glgP	sll1356	16330143	-1	1073080	1075629	1
661	-	sll1358	16330142	-1	1071734	1072918	1
661	-	sll1359	16330141	-1	1069666	1071702	2
662	dnaX	sll1360	16330139	-1	1065660	1069010	1
663	ileS	sll1362	16330137	-1	1062238	1065204	1
664	ilvC	sll1363	16332126	-1	3317701	3318804	1
664	-	ssl2667	16332125	-1	3317363	3317593	2
665	-	sll1365	16332121	-1	3309530	3311431	1
666	-	sll1366	16332119	-1	3305654	3308773	1
667	-	sll1367	16332110	-1	3297312	3298097	1
668	-	sll1371	16330852	-1	1844568	1845266	1
669	-	sll1372	16330851	-1	1843610	1844437	1
670	-	sll1373	16330850	-1	1842983	1843534	1
671	melB	sll1374	16330849	-1	1841056	1842690	1
672	-	sll1376	16330848	-1	1839259	1840491	1
673	-	sll1377	16330846	-1	1836691	1838130	1
673	-	sll1378	16330845	-1	1835747	1836649	2
674	-	sll1380	16330843	-1	1833655	1834299	1
675	-	sll1381	16330842	-1	1833176	1833589	1
676	petF	sll1382	16330840	-1	1831561	1831929	1
676	suhB	sll1383	16330839	-1	1830628	1831491	2
677	-	sll1384	16330838	-1	1829553	1830497	1
678	-	sll1386	16330830	-1	1824953	1825468	1
679	-	sll1387	16330829	-1	1823968	1824732	1
680	-	sll1388	16330827	-1	1822666	1823130	1
680	-	sll1389	16330826	-1	1822054	1822620	2
680	-	ssl2717	16330825	-1	1821824	1822036	3
681	-	sll1390	16330824	-1	1820889	1821638	1
681	-	sll1866	16330823	-1	1820238	1820837	2
682	-	sll1392	16329218	-1	59039	59650	1
683	glgA	sll1393	16329217	-1	57340	58815	1
684	msrA	sll1394	16329216	-1	56556	57224	1
684	rfbD	sll1395	16329215	-1	55669	56511	2
685	-	sll1396	16329213	-1	53453	54127	1
686	-	sll1397	16329212	-1	52260	53108	1
687	psb13	sll1398	16329210	-1	49893	50231	1
687	-	sll1399	16329209	-1	48663	49868	2
687	-	ssl2733	16329208	-1	48405	48635	3
687	-	sll1400	16329207	-1	48067	48408	4
687	-	sll1401	16329206	-1	47007	48017	5
688	exbB	sll1404	16329196	-1	32912	33544	1
688	-	sll1405	16329195	-1	32524	32952	2
688	fhuA	sll1406	16329194	-1	29968	32454	3
688	-	sll1407	16329193	-1	29098	29895	4
688	pcrR	sll1408	16329192	-1	27990	29030	5
688	fhuA	sll1409	16329191	-1	25266	27857	6
688	-	sll1202	16329190	-1	24101	25144	7
688	-	sll1203	16329189	-1	23139	24104	8
688	-	sll1204	16329188	-1	21838	23121	9
689	-	sll1414	16330615	-1	1603437	1604159	1
689	ppnK	sll1415	16330614	-1	1602482	1603405	2
690	-	sll1418	16330611	-1	1598972	1599538	1
691	ntcA	sll1423	16330603	-1	1589384	1590061	1
691	-	sll1424	16330602	-1	1587899	1589374	2
692	proS	sll1425	161344762	-1	1585209	1587020	1
693	-	sll1426	16330599	-1	1584613	1585083	1
694	hhoB	sll1427	16330598	-1	1583249	1584499	1
695	-	sll1428	16330596	-1	1580932	1581810	1
696	apt	sll1430	16330593	-1	1578725	1579243	1
697	hypB	sll1432	16330904	-1	1907764	1908621	1
697	-	sll1433	16330903	-1	1906170	1907744	2
698	mrcA	sll1434	16330902	-1	1904025	1905977	1
698	gatB	sll1435	16330901	-1	1902437	1903996	2
699	-	sll1436	16330900	-1	1901873	1902232	1
699	-	sll1437	16330899	-1	1901385	1901879	2
700	-	sll1439	16330897	-1	1898437	1899240	1
701	pdxH	sll1440	16330895	-1	1896869	1897561	1
702	desB	sll1441	16330894	-1	1895520	1896599	1
703	-	sll1442	16330892	-1	1892478	1892825	1
704	pyrG	sll1443	16330891	-1	1890461	1892119	1
704	leuD	sll1444	16330890	-1	1889872	1890474	2
705	-	sll1446	16330889	-1	1888778	1889740	1
705	-	sll1447	16330888	-1	1888398	1888778	2
706	nrtA	sll1450	16330084	-1	1009234	1010574	1
706	nrtB	sll1451	16330083	-1	1008321	1009148	2
706	nrtC	sll1452	16330082	-1	1006234	1008246	3
706	nrtD	sll1453	16330081	-1	1005181	1006179	4
707	narB	sll1454	16330080	-1	1002633	1004777	1
708	-	sll1455	16330079	-1	1001639	1002106	1
709	-	sll1456	16330077	-1	998010	998918	1
709	rfbJ	sll1457	16330076	-1	996850	997806	2
710	surE	sll1459	16330072	-1	993536	994213	1
710	-	sll1461	16330071	-1	992821	993483	2
710	hypE	sll1462	16330070	-1	991735	992772	3
711	ftsH	sll1463	16330069	-1	989717	991603	1
712	-	sll1464	16330068	-1	988072	989505	1
713	bhy	sll1468	16330060	-1	981691	982629	1
714	-	sll1469	16330051	-1	971460	972317	1
715	leuC	sll1470	16332198	-1	3406416	3407822	1
716	cpcG	sll1471	16332194	-1	3403557	3404306	1
717	-	sll1472	16332193	-1	3402929	3403372	1
717	-	sll1473	16332192	-1	3401456	3402901	2
717	-	sll1474	16332191	-1	3400402	3401418	3
717	-	sll1475	16332190	-1	3399457	3400350	4
718	-	sll1476	16332188	-1	3398409	3398717	1
719	-	sll1477	16332187	-1	3395763	3398261	1
719	devB	sll1479	16332186	-1	3394954	3395718	2
720	-	sll1481	16332185	-1	3393495	3394850	1
720	-	sll1482	16332184	-1	3392302	3393453	2
721	-	sll1483	16332183	-1	3391645	3392187	1
721	ndh	sll1484	16332182	-1	3390028	3391602	2
722	-	sll1485	16332181	-1	3389395	3389883	1
722	-	sll1486	16332180	-1	3388694	3389491	2
723	-	sll1488	16332170	-1	3379102	3379767	1
723	-	sll1489	16332169	-1	3378247	3379086	2
724	-	sll1491	16332166	-1	3373719	3374765	1
725	-	sll1495	16332158	-1	3365944	3367137	1
726	-	sll1496	16332157	-1	3363266	3365797	1
727	carA	sll1498	161344749	-1	3360732	3361886	1
728	gltB	sll1499	16332153	-1	3354192	3358862	1
729	-	sll1500	16329615	-1	486244	487353	1
729	cbiA	sll1501	16329614	-1	484799	486247	2
730	gltB	sll1502	16329610	-1	477668	482320	1
731	-	sll1503	16329609	-1	475873	477399	1
732	-	sll1504	16329608	-1	475435	475743	1
732	-	sll1505	16329607	-1	475110	475445	2
733	-	sll1507	16329600	-1	469001	469546	1
734	lpxC	sll1508	16329599	-1	467836	468666	1
735	ycf20	sll1509	16329594	-1	465232	465561	1
735	-	sll1510	16329593	-1	464437	465177	2
736	-	sll1511	16329592	-1	463690	464307	1
737	-	sll1512	16329590	-1	462147	462554	1
738	ccsA	sll1513	16329589	-1	460956	461960	1
739	hsp17	sll1514	16329588	-1	460250	460690	1
740	-	sll1515	16329586	-1	458408	458857	1
741	-	sll1516	16329584	-1	454712	456586	1
742	recN	sll1520	16331062	-1	2078366	2080120	1
742	-	sll1521	16331061	-1	2076547	2078340	2
742	pgsA	sll1522	16331060	-1	2075968	2076507	3
743	-	sll1524	16331052	-1	2068855	2069694	1
744	prk	sll1525	16331050	-1	2066001	2066999	1
745	-	sll1526	16331047	-1	2061101	2062621	1
745	-	sll1527	16331046	-1	2057469	2060975	2
745	-	sll1528	16331045	-1	2054482	2057472	3
745	-	sll1530	16331044	-1	2053319	2054479	4
745	-	sll1531	16331043	-1	2051479	2053305	5
746	-	sll1532	16331037	-1	2047495	2048130	1
747	pilT	sll1533	16331035	-1	2045078	2046364	1
747	-	sll1534	16331034	-1	2043938	2045074	2
